Complaint ID,Date Received,Date Sent to Company,Product,Sub-product,Issue,Company,State,ZIP code,City,Company response to consumer,Timely response?,Consumer disputed?,Latitude,Longitude,Status
100888,2023-11-15,2024-01-08,Debt  collection,Interest rate,Collection harassment,Northstar Finance,Unknown,32231,Atlanta,In progress,N,Y,48.81653630832035,-101.7526767090166,Open
100889,2023-10-06,2023-11-02,BANK ACCOUNT,Adjustable loan,Billing disputes,FinServ Co,NC,59683,Los Angeles,,Unknown,N/A,32.621198179467,-92.2834162515914,Closed
100890,2023-11-21,2024-01-06,Bank account,N/A,Billing disputes,FinServ Co,OH,47394,Miami,,No,Yes,36.00306465842779,-105.04882806379,Closed
100891,2023-07-23,2023-08-10,MORTGAGE,Adjustable loan,Fees,Unknown,Unknown,ABCDE,N/A,Unknown,Y,Yes,54.23242819029082,-91.62218720301622,Unknown
100892,2023-12-02,2023-12-26,debt collection,,Fees,Unknown,MI,43112,Unknown,Closed,N,N/A,34.36021040256481,-98.03281867042189,Unknown
100893,2024-02-02,2024-03-17, ,,Other,N/A,,00000,Unknown,Closed with explanation,N,Yes,41.89679718565648,-100.5274015676649,In Progress
100894,2024-01-17,2024-01-17,credit card,N/A,Collection harassment,N/A,NC,90824,New York,Closed with explanation,Y,Yes,46.94668173637855,-86.40856107460407,Closed
100895,2023-11-03,2023-12-14,student loan,Rewards,Identity theft,N/A,,00000, new york ,In progress,,FALSE,46.610041308854704,-115.7313144438428,Resolved
100896,2023-01-30,2023-01-26,Credit card ,Fixed loan,Billing disputes,Northstar Finance,GA,50970, new york ,In progress,N,Y,30.178965500694233,-105.10320898264649,Closed
100897,2023-12-29,2024-01-30,Debt Collection,Fixed loan,Fees,Unknown,NC,84509,Houston,Closed,Y,N,34.50653286608951,-86.02571290321224,Open
100898,2023-07-03,2023-07-29,BANK ACCOUNT,,Fees,Northstar Finance,NC,72487,Unknown,,N,N,41.616547833763896,-80.04950836846464,Closed
100899,2024-01-07,2024-02-01,Credit card ,Interest rate,Other,Metro Loans,,27721,Columbus,Unknown,Unknown,Y,53.00312220168305,-75.49007515328299,Closed
100900,2023-09-27,2023-10-24,CREDIT reporting,Adjustable loan,Fees,FinServ Co,N/A,81462,N/A,Unknown,Unknown,N,34.16942538951163,-97.84644469661696,Open
100901,2024-03-16,2024-04-11,N/A,Interest rate,,Acme Bank,IL,41537,Los Angeles,N/A,No,Y,36.04470911122246,-93.77102620384457,  
100901,2023-06-19,2023-07-10,credit card,,Identity theft,Northstar Finance,MI,66510, new york ,N/A,Yes,No,42.437020949807035,-90.17572172764332,In Progress
100903,2024-04-10,2024-05-04,BANK ACCOUNT,N/A,Billing disputes,Unknown,NY,  ,Houston,,Yes,No,43.83760759143863,-85.59924727841715,Resolved
100903,2024-02-27,2024-03-29,bank Account,Rewards,Other,Acme Bank,GA,94931,N/A,In progress,N,Yes,999.0,-95.21908065325238,Resolved
100905,2023-06-15,2023-07-29, ,Interest rate,Collection harassment,N/A,N/A,95347,Detroit,Closed with explanation,FALSE,TRUE,33.5755089461564,-89.08851076553933,  
100906,2023-08-30,2023-09-29,Student Loan,Adjustable loan,Billing disputes,Metro Loans,MI,82224,Los Angeles,Closed,Yes,TRUE,35.77566304145916,-93.75226199555478,  
100907,2023-09-23,2023-10-29,Debt  collection,N/A,Collection harassment,United Credit,FL,55538,Chicago,Closed,TRUE,Yes,41.00850839861378,-93.12776058091623,Resolved
100908,2024-01-20,2024-03-09,Student  loan,Fixed loan,Incorrect information,FinServ Co,NC,46018,Philadelphia,,N,N,48.33617918839797,-107.53369236900079,Unknown
100909,2023-12-11,2024-02-08,debt collection,Interest rate,Incorrect information,Unknown,PA,49710,New York,N/A,Unknown,FALSE,37.83061142517101,-101.64213719376224,Resolved
100910,2024-03-02,2024-03-04,bank Account,Adjustable loan,Other,United Credit,OH,ABCDE,New York,In progress,TRUE,Yes,39.34388669941326,-103.57769198077818,Open
100911,2023-07-04,2023-08-14,Credit  Card,Collections,Other,Acme Bank,FL,28452,Unknown,Closed with explanation,N,Y,32.31850094002414,-110.23895453578521,Unknown
100912,2023-09-10,2023-09-19, ,Adjustable loan,Identity theft,Acme Bank,NC,57211,N/A,Unknown,TRUE,N/A,52.5425878232457,-114.86605224210915,  
100913,2023-08-04,2023-08-11,mortgage,Rewards,Identity theft,Acme Bank,TX,00000,Charlotte,N/A,No,N,40.57984062999197,-102.58627498592148,In Progress
100914,2024-03-30,2024-05-15,student loan,,Collection harassment,FinServ Co,OH,12031,Unknown,Unknown,N,Yes,47.04428345689719,-100.9888232643626,In Progress
100914,2023-06-02,2023-06-01,Student  loan,Adjustable loan,Other,N/A,Unknown,67139, new york ,Closed with explanation,Y,TRUE,39.7092804564732,-97.29962923972157,Unknown
100916,2023-10-21,2023-12-10,Credit Reporting,Interest rate,Billing disputes,N/A,,33400,New York,N/A,No,N,40.096869456703885,-92.79262159159859,In Progress
100917,2023-03-02,2023-04-16,N/A,,Other,Northstar Finance,PA,35257,LOS ANGELES,In progress,N,No,28.997837764035573,-96.46877756394177,In Progress
100918,2024-03-01,2024-04-29,CREDIT CARD,,Incorrect information,Unknown,Unknown,65955,New York,Closed,FALSE,Yes,24.44466691215203,-100.91911177530575,  
100919,2023-07-12,2023-08-19,CREDIT CARD,Interest rate,Fees,Unknown,NY,10800,,Closed,TRUE,N/A,48.26333648285171,-107.50126315776875,Closed
100920,2023-06-20,2023-08-10,N/A,Rewards,Billing disputes,Unknown,Unknown,00000,Philadelphia,Closed,Unknown,,40.04640749983694,-89.57930902498782,In Progress
100921,2023-10-19,2023-10-21,debt collection,Rewards,Collection harassment,N/A,IL,50946,Houston,Unknown,Y,FALSE,40.94499686090633,-99.36822217289401,  
100922,2023-09-07,2023-10-29,credit card,,Collection harassment,N/A,  ,62565,Miami,Closed with explanation,FALSE,Yes,30.756623734597127,-102.68789795006909,Closed
100923,2024-02-28,2024-03-04,Mortgage ,Collections,Fees,Metro Loans,Unknown,999999, new york ,,TRUE,,33.17855075544463,-100.21454282413269,Open
100924,2023-09-23,2023-10-08,Student  loan,,Collection harassment,United Credit,NC,123,,,,N,46.936114007944894,-105.67744347354707,In Progress
100925,2023-09-16,2023-09-19,MORTGAGE,Collections,Other,N/A,NC,37678,Detroit,,Unknown,N,51.68100639589006,-103.65673923411106,Closed
100926,2023-02-22,2023-03-15,Credit card ,Adjustable loan,Other,United Credit,,58094,Houston,,FALSE,N/A,35.151081903592136,-103.97458313290187,In Progress
100927,2023-01-11,2023-02-23,student loan,Collections,Collection harassment,FinServ Co,FL,37053,Unknown,Closed,N,N,44.20038301854139,-101.22337418000468,Open
100928,2023-07-19,2023-07-31,Credit  Card,,Other,Unknown,TX,10168,miami,In progress,TRUE,No,40.83017452877124,-91.79245043181909,Resolved
100929,2024-05-14,2024-07-01,MORTGAGE,Adjustable loan,Collection harassment,Unknown,IL,57706,Columbus,Closed with explanation,FALSE,No,38.65629741945592,-94.27887931459391,Resolved
100929,2024-04-03,2024-05-07,credit card,N/A,Collection harassment,Unknown,OH,86357,Charlotte,,,N/A,52.463713141248235,-82.88262592719215,Closed
100931,2023-11-11,2023-12-16,Bank account,N/A,Fees,Metro Loans,,00000,N/A,Unknown,No,TRUE,36.327588477840735,-86.2327090788799,Resolved
100932,2023-11-12,2024-01-07,N/A,,Collection harassment,FinServ Co,FL,999999,Columbus,Closed with explanation,,TRUE,48.1849884591224,-78.78578226765424,Open
100933,2023-07-15,2023-08-07,Credit Reporting,N/A,Billing disputes,Northstar Finance,GA,53413,New York,,,TRUE,42.16996321929434,-92.7584152032917,Open
100934,2023-03-30,2023-04-16,MORTGAGE,Adjustable loan,Fees,Metro Loans,NY,22614,Houston,Closed with explanation,Yes,No,39.381774743446265,-92.91894777626469,In Progress
100935,2023-01-05,2023-03-05,Credit  Card,Rewards,Incorrect information,Acme Bank,NY,31296,Detroit,Unknown,Y,N,49.104120211231546,-103.22415777637136,Open
100936,2023-06-19,2023-07-20,Credit  Card,Fixed loan,Other,United Credit,Unknown,49411,N/A,Closed with explanation,No,N/A,41.5309414889612,-90.08985102504501,Unknown
100936,2023-06-08,2023-07-12,Credit  Card,,,N/A,  ,63309,LOS ANGELES,Unknown,TRUE,No,38.82500729061403,-104.91116930043088,Closed
100938,2023-04-06,2023-04-20,Debt Collection,,Fees,Metro Loans,N/A,53755,Detroit,,No,N/A,49.15609521087423,-113.05455524381578,In Progress
100939,2023-05-10,2023-05-19,Credit card ,Adjustable loan,Identity theft,FinServ Co,IL,96658,Philadelphia,,Y,Y,48.24483577640324,-83.08676607752244,Closed
100940,2023-01-13,2023-01-19,debt collection,Adjustable loan,Other,N/A,GA,  ,Atlanta,Closed with explanation,No,Y,47.913743248077125,-110.8418159463267,In Progress
100941,2023-10-31,2023-11-09,Credit Reporting,Fixed loan,Other,United Credit,MI,12069,New York,Closed with explanation,Yes,Yes,12.28536960866235,-93.96148210404401,Open
100942,2024-04-08,2024-04-15,Student Loan,,Identity theft,United Credit,FL,57210,Philadelphia,Closed with explanation,N,FALSE,42.581236380168875,-107.15331372833361,Unknown
100943,2023-12-12,2024-01-24,BANK ACCOUNT,Rewards,Other,N/A,,62451,Detroit,Unknown,Y,Y,40.98482035148979,-87.08332377208166,Closed
100944,2023-08-13,2023-08-11,Credit Reporting,Adjustable loan,Incorrect information,Unknown,MI,13917,,Closed,TRUE,N,39.2559572214016,-85.72050014229303,In Progress
100945,2023-07-30,2023-09-03,Student Loan,Interest rate,Other,Northstar Finance,PA,44651,Unknown,In progress,No,TRUE,43.76845743780875,-93.05822192576814,Unknown
100946,2023-06-03,2023-07-29,BANK ACCOUNT,,Collection harassment,N/A,OH,123,,In progress,Y,FALSE,41.3238981075317,-85.886352905238,In Progress
100947,2023-03-13,2023-04-26,Credit Reporting,Fixed loan,Billing disputes,N/A,IL,42120,New York,In progress,Unknown,N/A,44.24465192129027,-98.27662924168877,  
100948,2023-10-27,2023-11-17, ,Rewards,Identity theft,Acme Bank,  ,00000,miami,In progress,,TRUE,37.624267345715054,999.0,Open
100949,2023-10-11,2023-10-09,Student  loan,Interest rate,Incorrect information,FinServ Co,Unknown,29904,N/A,In progress,Y,No,49.98726441123545,-90.88834766507092,Closed
100950,2023-01-04,2023-02-22,Mortgage ,Rewards,Identity theft,Metro Loans,Unknown,16928,Detroit,Closed,No,FALSE,44.95260934240978,-107.35551559623693,  
100950,2023-07-27,2023-07-22,student loan,Fixed loan,Billing disputes,Northstar Finance,,  ,N/A,In progress,Unknown,Yes,43.29768613360388,-97.6539329125586,Closed
100952,2023-05-20,2023-06-28,credit reporting,N/A, ,N/A,IL,79553,Unknown,Unknown,FALSE,,42.95593663594805,-99.87502026215067,In Progress
100953,2023-03-27,2023-05-04,Debt  collection,Fixed loan,Other,N/A,,  , new york ,Closed with explanation,N,Y,47.600969152454944,-100.8542405843766,Open
100954,2023-12-18,2023-12-25,Credit card ,N/A,Incorrect information,FinServ Co,FL,69413,Miami,,FALSE,FALSE,46.651814508548426,-114.92139227899207,Resolved
100955,2023-09-20,2023-11-02,debt collection,,Identity theft,Acme Bank,N/A,84779,Charlotte,In progress,No,No,38.71059562517598,-94.48135455556539,In Progress
100956,2023-11-13,2023-11-19,debt collection,N/A,,United Credit,FL,68448,LOS ANGELES,Closed,N,N,46.432172665763076,-112.20752978940553,Unknown
100957,2023-12-23,2024-01-01,credit reporting,Adjustable loan,Other,Northstar Finance,PA,69284,Charlotte,In progress,N,FALSE,40.71836568029431,-123.60407280522384,In Progress
100958,2024-05-05,2024-06-21,credit reporting,N/A,Identity theft,N/A,CA,999999,Columbus,,FALSE,TRUE,52.9184875405023,-101.79013641123304,  
100959,2024-02-06,2024-04-04,bank Account,Interest rate,,Metro Loans,CA,15508,Columbus,Unknown,No,Yes,47.18409467732876,-105.90893653392237,Unknown
100960,2023-11-07,2023-11-19,CREDIT reporting,Fixed loan,Incorrect information,Metro Loans,PA,46944,N/A,Unknown,N,Yes,35.12073477006815,-106.96537012635552,Unknown
100961,2024-03-15,2024-05-08,Debt Collection,Collections,Incorrect information,FinServ Co,GA,87837,New York,Closed,,N/A,55.81497482615186,-129.38095950365522,  
100962,2023-08-27,2023-10-20,debt collection,Adjustable loan,Fees,Metro Loans,NY,58269,N/A,,No,TRUE,24.785721148071197,-106.85842875953048,Resolved
100962,2024-05-07,2024-06-21,Student  loan,Interest rate,Incorrect information,United Credit,  ,78576,Los Angeles,Unknown,Yes,,43.961483184683296,-100.08641865172702,In Progress
100964,2024-01-16,2024-01-20,BANK ACCOUNT,Rewards,Other,Acme Bank,CA,14553,N/A,Closed with explanation,,Yes,34.626268693883,-104.69153940096093,Open
100965,2023-11-22,2023-12-06,Debt  collection,Rewards,Fees,United Credit,Unknown,28112,New York,In progress,,N,52.67526205571114,-94.47656323746668,Open
100966,2024-03-27,2024-05-05,Debt Collection,Fixed loan,Other,FinServ Co,FL,36905,Charlotte,,N,TRUE,41.26964245706701,-84.42339351524437,In Progress
100967,2023-09-15,2023-11-13,student loan,N/A,Incorrect information,Metro Loans,PA,  ,Columbus,N/A,Yes,N/A,33.94343174439015,-93.18632559744825,Resolved
100968,2023-12-27,2024-02-12,Student Loan,Interest rate,N/A,FinServ Co,TX,00000,Detroit,N/A,TRUE,FALSE,37.634537014462914,-88.08605705898015,Open
100969,2023-05-23,2023-06-14,Debt  collection,Fixed loan,Incorrect information,Metro Loans,  ,51572,Columbus,In progress,Y,FALSE,34.50247978934086,-87.25873310351551,Unknown
100970,2024-04-26,2024-05-06,credit card,N/A, ,Metro Loans,,69596,Unknown,Closed with explanation,TRUE,Y,37.35956115000945,-108.53860767066712,Unknown
100971,2023-11-08,2024-01-04,Credit card ,,Collection harassment,Metro Loans,CA,68000,New York,,No,N/A,37.19946668877347,-93.95885307313804,Open
100972,2024-01-27,2024-02-08,CREDIT CARD,Rewards,Identity theft,Metro Loans,CA,47703,N/A,Unknown,,Y,34.241908919092616,-88.39842646634534,Open
100972,2023-08-19,2023-09-05,Debt Collection,Fixed loan,Other,Acme Bank,NC,96968,LOS ANGELES,Closed,FALSE,Y,41.390446681078366,-102.70960478048478,Unknown
100974,2024-03-09,2024-05-05,Bank account,Interest rate,Other,Acme Bank,N/A,30012,miami,Closed,FALSE,FALSE,42.23856914384712,-106.2562665003029,Closed
100975,2023-02-07,2023-03-10,Student  loan,Interest rate,Other,Metro Loans,CA,13107,Houston,N/A,TRUE,N/A,32.52585526106823,400.0,Closed
100976,2023-02-27,2023-03-11,mortgage,Interest rate,Identity theft,N/A,FL,77068,Los Angeles,Unknown,No,,27.892118658692013,-113.16628871787678,Closed
100977,2023-09-11,2023-09-06,Student Loan,Collections,Collection harassment,Metro Loans,GA,  ,Columbus,Closed with explanation,Unknown,No,41.676695165047,-109.23004583066293,  
100978,2024-01-02,2024-01-24,BANK ACCOUNT,Interest rate,Billing disputes,N/A,CA,33425,Philadelphia,N/A,Y,,43.223443857836735,-105.01756347583432,Open
100979,2024-02-09,2024-04-08,credit card,Interest rate,Billing disputes,United Credit,IL,88115,Unknown,,Y,Y,44.611517333728635,-93.84485786869291,Closed
100980,2023-08-09,2023-09-01,MORTGAGE,Interest rate,Other,N/A,NY,  ,Unknown,In progress,Unknown,No,43.3582206711589,-96.16087478444335,In Progress
100981,2023-11-21,2023-12-31,Mortgage ,Adjustable loan,Billing disputes,N/A,OH,32586,Columbus,Closed with explanation,Yes,N/A,50.50901743015893,-88.02629120447868,Resolved
100982,2023-10-04,2023-10-15,Credit Reporting,Collections,Other,Acme Bank,,23906,miami,Closed with explanation,No,N/A,46.47947520851884,-107.56870054363418,Unknown
100983,2024-04-25,2024-06-09,credit reporting,Adjustable loan,Incorrect information,Metro Loans,PA,26761,New York,Closed with explanation,,Y,58.25879737490903,-108.10472971267508,Closed
100984,2023-11-24,2024-01-08, ,Adjustable loan,,N/A,FL,75632,LOS ANGELES,,Y,Yes,61.20453037783061,-93.11088031250335,Closed
100985,2023-07-28,2023-08-31,,Fixed loan,Billing disputes,Unknown,PA,73312,Los Angeles,In progress,TRUE,No,27.193281886487007,-106.33666904107035,Resolved
100986,2024-04-29,2024-06-13,Debt  collection,Collections,Collection harassment,United Credit,GA,67852, new york ,Closed with explanation,TRUE,TRUE,24.12002958134908,-104.38503915494421,In Progress
100987,2023-02-23,2023-03-27,Mortgage ,Rewards,Collection harassment,FinServ Co,TX,  ,Columbus,,,Yes,39.44826091507299,-116.91764839251748,Resolved
100988,2024-05-07,2024-05-26,Student Loan,N/A,Incorrect information,N/A,CA,16282,Columbus,Unknown,TRUE,No,43.029627009162255,-95.44153998586413,Closed
100989,2023-03-19,2023-04-30,Credit card ,N/A,Collection harassment,Metro Loans,TX,123,Miami,Closed with explanation,N,No,38.96880493695994,-82.93709528183831,Resolved
100990,2023-05-25,2023-07-13,Mortgage ,Collections,Identity theft, ,Unknown,20353,Columbus,Unknown,TRUE,N/A,44.425063122404325,-108.64288916300379,Unknown
100991,2024-02-15,2024-04-04,CREDIT CARD,Collections,Fees,FinServ Co,,96008,,Closed,FALSE,Y,37.60830547221137,-88.13296388279886,  
100992,2024-01-02,2024-01-10,Unknown,Collections,Identity theft,Northstar Finance,CA,67045,miami,Closed with explanation,N,N,34.64234465610114,-98.9439858098995,  
100993,2024-04-30,2024-06-07,Mortgage ,Fixed loan,Fees,Northstar Finance,IL,  ,Philadelphia,Closed with explanation,No,N,35.699763981042686,-116.00414638410031,Open
100994,2024-01-10,2024-01-05,Credit  Card,Adjustable loan,Billing disputes,Metro Loans,PA,61399,Miami,N/A,N,Yes,38.09882141655057,-107.29726855628128,Unknown
100994,2023-11-15,2023-12-17,debt collection,Adjustable loan,Incorrect information,Acme Bank,TX,44529,Charlotte,,Unknown,TRUE,45.404586408421046,-107.91467332803771,  
100996,2023-06-23,2023-07-25,Credit Reporting,Interest rate,Fees,Unknown,  ,71739, new york ,,Yes,N/A,36.092815123339186,-101.51527785140625,Resolved
100997,2023-01-03,2023-01-21,bank Account,,Fees,FinServ Co,Unknown,85216,Houston,Unknown,No,,37.477219079583065,-94.15485711553295,Open
100998,2023-03-03,2023-05-01,Student  loan,Adjustable loan,Unknown,N/A,FL,123,LOS ANGELES,,Unknown,Y,43.49151790831048,-79.86077162758568,Resolved
100999,2023-05-29,2023-07-20,credit reporting,Interest rate,Fees,FinServ Co,NY,88465,N/A,Closed,,Yes,38.10842521718367,-112.66145794918486,  
101000,2023-01-21,2023-01-18,credit reporting,N/A,N/A,,FL,75392, ,Closed with explanation,Yes,,47.31697385451773,-103.19777396919987,Resolved
101001,2023-09-12,2023-09-20,MORTGAGE,Fixed loan,Identity theft,N/A,NC,17725,Charlotte,Closed with explanation,No,,33.06345637435457,-400.0,Open
101002,2024-01-24,2024-02-01,Credit Reporting,Collections,Identity theft,Metro Loans,  ,00000,Philadelphia,Closed,FALSE,N/A,31.54545370474159,-111.02979461489296,Open
101003,2024-04-26,2024-06-18,credit reporting,Interest rate,Fees,Northstar Finance,IL,26220,Philadelphia,Unknown,,TRUE,41.6324032381284,-97.39552313390433,In Progress
101004,2023-09-02,2023-09-30,CREDIT reporting,Interest rate,Other,,FL,64093,LOS ANGELES,Closed with explanation,FALSE,N,42.33001923585358,-98.33520008813151,  
101005,2024-03-13,2024-04-24, ,,Collection harassment,Metro Loans,FL,21663,Atlanta,In progress,,,33.44528354141611,-116.48802347082868,In Progress
101006,2024-05-07,2024-06-23,mortgage,Fixed loan,Fees,N/A,NY,27651,,Unknown,TRUE,FALSE,48.90516780929198,-98.16849472054534,  
101007,2024-03-05,2024-04-18,Bank account,Interest rate,Other,Northstar Finance,NY,67868, new york ,,Unknown,,52.97455766839158,-110.40395992911138,Unknown
101007,2023-08-21,2023-08-21,credit reporting,,,N/A,PA,00000,Houston,Closed with explanation,TRUE,Y,35.10502051011499,-98.23172280865023,Unknown
101009,2023-06-12,2023-06-16,credit reporting,Adjustable loan,Fees,FinServ Co,NC,71826,Unknown,Closed,N,N/A,49.911104709118334,-85.6550350679391,Resolved
101010,2024-05-03,2024-05-23,bank Account,Collections,Billing disputes,Acme Bank,NY,40877,Columbus,Closed with explanation,FALSE,Yes,22.825074795994944,-93.71932038924061,  
101011,2023-05-01,2023-05-17,CREDIT CARD,Adjustable loan,Fees,FinServ Co,TX,00000,Philadelphia,Closed with explanation,N,Yes,47.03278586702618,-96.5748290559291,Open
101012,2023-07-25,2023-09-06,Debt Collection,Fixed loan,Fees,N/A,N/A,14435,New York,In progress,TRUE,FALSE,33.495660602101076,-103.63765757403387,Open
101013,2023-02-07,2023-02-12,student loan,,Identity theft,United Credit,Unknown,86885,Houston,Closed,,TRUE,46.332508773804975,-97.68132349155225,  
101014,2024-02-01,2024-02-20,bank Account,N/A,Other,N/A,NC,37210,N/A,,Unknown,TRUE,999.0,-92.71745777752517,  
101015,2023-11-21,2023-12-01,MORTGAGE,Interest rate,Other,N/A,GA,65857,Charlotte,In progress,TRUE,N/A,39.02058725761243,-93.7083365719159,Closed
101016,2023-02-12,2023-02-19,MORTGAGE,Collections,Identity theft,Unknown,NC,91501,Unknown,Closed,Yes,,33.829190824207124,-99.34218763813543,Resolved
101017,2023-04-21,2023-04-27,Credit card ,N/A, ,Acme Bank,PA,32993,Unknown,In progress,TRUE,FALSE,38.002835115525436,-96.17623676061083,Closed
101018,2023-10-05,2023-10-12,Mortgage ,Collections,Identity theft,Acme Bank,TX,47002,New York,Unknown,Y,No,52.309468202513116,-111.51561820042079,Open
101019,2023-09-28,2023-10-29,BANK ACCOUNT,Interest rate,Identity theft,N/A,PA,84548,Columbus,In progress,No,Yes,38.744435423846156,-105.69336774777737,In Progress
101020,2024-02-06,2024-02-27,mortgage,Interest rate,Identity theft,United Credit,MI,87819,,Closed with explanation,Unknown,No,54.27211136748085,-91.27440247454014,In Progress
101021,2023-05-14,2023-06-06,CREDIT reporting,Interest rate,Incorrect information,Northstar Finance,MI,31169,Atlanta,In progress,N,TRUE,36.79931207235015,-89.92967048625792,  
101022,2024-04-07,2024-05-03,Credit card ,Rewards,Identity theft,United Credit,MI,55778,Unknown,N/A,,FALSE,49.942352926647615,-97.41401409160638,Unknown
101023,2023-08-11,2023-09-23,Bank account,,Billing disputes,Unknown,NC,00000,Detroit,Closed,Y,,28.12015175441038,-83.56034265634848,Unknown
101024,2024-02-16,2024-04-07,Debt  collection,N/A,Incorrect information,Northstar Finance,NY,56527,LOS ANGELES,N/A,TRUE,Yes,37.494436612352665,-93.26980583538632,Open
101025,2023-04-30,2023-05-29,Student  loan,Fixed loan,Fees,FinServ Co,NC,  ,N/A,Closed,FALSE,Y,35.7472301027225,-100.68127517863064,Unknown
101026,2023-01-19,2023-02-24,Credit Reporting,Collections,Identity theft,United Credit,N/A,10469,Unknown,,Unknown,Y,50.263939205579995,-110.54752753040557,Resolved
101027,2023-01-28,2023-03-12,bank Account,,Fees,Northstar Finance,MI,93206, new york ,,No,FALSE,999.0,-83.96266749971085,Closed
101028,2023-07-06,2023-08-14,Bank account,Adjustable loan,Identity theft,Acme Bank,NC,123, ,Unknown,TRUE,Yes,24.883417812467535,-90.64682542845422,Resolved
101029,2024-04-21,2024-04-24,student loan,Fixed loan,Collection harassment,FinServ Co,FL,51549,Philadelphia,,N,,30.32909241693506,-80.36688577069481,Open
101030,2023-01-25,2023-03-24,Debt  collection,Collections,Fees,Acme Bank,  ,123,Los Angeles,Closed with explanation,N,Yes,32.41136425434419,-76.68152544496084,In Progress
101031,2023-07-04,2023-07-09,Credit  Card,Adjustable loan, ,Unknown,OH,16414,LOS ANGELES,N/A,,TRUE,46.03835205878518,-111.2194030678276,  
101032,2023-02-24,2023-03-17,Debt Collection,Rewards,Billing disputes,N/A,FL,53086,New York,In progress,No,N/A,45.13505238559393,-111.19333744127185,Unknown
101033,2024-04-10,2024-05-17,mortgage,Fixed loan,Other,Unknown,OH,68417,LOS ANGELES,Unknown,TRUE,No,-200.0,-126.98199912569066,Closed
101034,2023-12-04,2023-12-25,Debt Collection,,Incorrect information,N/A,CA,33428,Atlanta,Closed with explanation,N,FALSE,35.66043144467699,-89.16637862970244,Closed
101035,2024-01-17,2024-01-27,Bank account,Rewards,Billing disputes,Acme Bank,N/A,123,miami,Closed,Unknown,TRUE,44.51471768595037,-91.785173125124,Resolved
101036,2023-12-23,2024-02-16,Credit  Card,Interest rate, ,N/A,MI,45314,N/A,Closed,No,,31.593338352976275,-97.37220999874152,Open
101037,2023-11-25,2023-11-24,mortgage,Interest rate,Identity theft,,IL,10996,Charlotte,N/A,No,TRUE,42.70368284565247,-110.61133231043401,Unknown
101038,2024-01-22,2024-02-01,Student  loan,,Identity theft,Acme Bank,  ,123,Detroit,,Yes,,42.10762597809163,-99.24033689124771,Closed
101039,2023-01-05,2023-03-05,debt collection,Fixed loan,Other,Northstar Finance,NY,26296,Atlanta,,N,N,37.57787284853265,-96.50294504992294,Closed
101040,2024-03-08,2024-04-19,Credit  Card,Fixed loan,Identity theft,Metro Loans,PA,00000,Philadelphia,In progress,Yes,No,42.283745755320005,-90.5227433312083,Closed
101040,2024-01-05,2024-01-05,student loan,Collections,Fees,Northstar Finance,MI,21710,Los Angeles,Closed with explanation,TRUE,FALSE,40.21466047152279,-95.62013085534713,In Progress
101042,2024-01-05,2024-02-18,student loan,Interest rate, ,United Credit,NY,123,New York,,No,N/A,42.98193646329578,-91.71198705008833,  
101043,2023-07-16,2023-09-12,Student  loan,Collections,Billing disputes,Acme Bank,MI,56336,LOS ANGELES,N/A,N,N,30.161283840639342,-99.59130869914048,Unknown
101044,2024-02-05,2024-02-06,Student Loan,Rewards,Billing disputes,N/A,  ,00000,Unknown,Closed with explanation,TRUE,,43.80151386370091,-86.53518106074748,  
101045,2023-07-10,2023-07-31,CREDIT reporting,Rewards,Billing disputes,Unknown,NC,  ,Unknown,N/A,FALSE,N/A,46.686209306515906,-92.03269922556558,Resolved
101046,2023-01-25,2023-02-19, ,,Incorrect information,Unknown,TX,15165,Philadelphia,,Yes,FALSE,41.746659943951116,-110.21933070700824,Closed
101047,2024-03-29,2024-04-01, ,Collections,Incorrect information,Acme Bank,,27213,Detroit,,No,,43.7085109569405,-84.45779632343758,Unknown
101048,2023-04-28,2023-05-06,Credit Reporting,Interest rate,Billing disputes,United Credit,IL,38745,LOS ANGELES,,Y,TRUE,38.730564778131665,-86.09428477284862,Unknown
101049,2023-02-20,2023-02-26,Mortgage ,Fixed loan,Incorrect information,Northstar Finance,,28472,LOS ANGELES,,TRUE,,45.739327963841305,-93.69525262947057,Resolved
101050,2023-11-07,2023-11-14,Mortgage ,Rewards,Identity theft,N/A,NC,38927,LOS ANGELES,N/A,Unknown,Y,39.956729895858984,-95.54282295012534,  
101051,2023-04-27,2023-05-18,Unknown,Collections,Fees,Unknown,CA,97214,Los Angeles,N/A,No,TRUE,31.46441102281773,-81.76388431121674,Closed
101052,2024-03-05,2024-03-30,Credit Reporting,,Other,Northstar Finance,CA,44144,Miami,Closed with explanation,Yes,Yes,45.24151308418282,-114.68312866272073,In Progress
101053,2023-08-10,2023-08-20,MORTGAGE,Interest rate,Collection harassment,Unknown,NY,67123,Atlanta,N/A,FALSE,No,28.060976267445593,-85.93775475940349,  
101054,2023-01-03,2023-01-16,student loan,Adjustable loan,Other,N/A,CA,71629,Los Angeles,,Unknown,TRUE,41.479458210018684,-103.1120669857435,In Progress
101055,2024-04-20,2024-04-27,credit reporting,Interest rate,Identity theft,Unknown,IL,21712,Philadelphia,Unknown,,FALSE,36.81044004967114,-87.39822553589613,  
101056,2023-09-15,2023-10-31,Student  loan,Adjustable loan,Identity theft,Acme Bank,NY,32296,Columbus,,TRUE,Yes,36.363119752067014,-97.14624152830956,Unknown
